title,description
QA Engineer,"- Improve existing test framework system: applications and modules;
I) higher the performance, using grid, optimal use of CPU, etc.;
II) embed different 3-rd party testing tools into Company's testing
system: memory and cache checkers, coverage tools, automated GUI testers,
etc.;
- Work in contact with developers and decide how to achieve maximum
coverage, work out corner cases of the tested feature;
- Develop test plans;
- Develop functional and feature regression tests and test suites:
I) include maximum possible test-cases to achieve highest code
coverage;
II) include all corner cases;
- Manage testing projects, assign tasks to project engineers, prepare
time tables and documentation;
- Look through the results of test runs, inspect the reasons of failed
tests and fix them;
- Look through testing tools logs, understand the reasons of crashes and
errors."
QA Engineer,"- Design test cases, perform manual functional/ compatibility/ regression
testing and develop automated tests;
- Be responsible for developing an automation framework;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium RC/ IDE;
- Interact with various stakeholders, product management, development and
operations;
- Serve as a strong contributing technical member of the agile team;"
QA Engineer,"- Design test cases, perform manual functional/ compatibility/ regression
testing and develop automated tests;
- Be responsible for developing an automation framework;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium RC/ IDE;
- Interact with various stakeholders, product management, development and
operations;
- Serve as a strong contributing technical member of the agile team;"
QA Engineer,"- Design test cases, perform manual functional/ compatibility/ regression
testing and develop automated tests;
- Responsible for developing an automation framework;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium RC/ IDE;
- Interact with various stakeholders, product management, development and
operations;
- Serve as a strong contributing technical member of the agile team."
QA Engineer,"- Design test cases, perform manual functional/ compatibility/ regression
testing and develop automated tests;
- Responsible for developing an automation framework;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium RC/ IDE;
- Interact with various stakeholders, product management, development and
operations;
- Serve as a strong contributing technical member of the agile team."
QA Engineer,"- Design test cases, perform manual functional/ compatibility/ regression
testing and develop automated tests;
- Responsible for developing an automation framework;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium RC/ IDE;
- Interact with various stakeholders, product management, development and
operations;
- Serve as a strong contributing technical member of the agile team."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tools implementations and encourage best practices and sound
design principles while remaining practical and deadline driven;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Perform manual testing as well as generate automated regression test
cases;
- Analyze functional requirements from QA perspective to find issues in
requirements in early stage of development;
- Responsible for test plan/ test cases creation and maintenance
throughout the development lifecycle;
- Perform bug tracking (identify, reproduce and report bugs);
- Verify fixed defects and perform regression tests to ensure the quality
of releases;
- Regularly create test reports;
- Closely collaborate with other QA engineers, Business Analysts and
developers to identify, discuss and solve project issues."
QA Engineer,"- Perform manual testing as well as generate automated regression test
cases;
- Analyze functional requirements from QA perspective to find issues in
requirements in early stage of development;
- Responsible for test plan/ test cases creation and maintenance
throughout the development life-cycle;
- Responsible for bug tracking (identify, reproduce and report bugs);
- Verify fixed defects and perform regression tests to ensure the quality
of releases;
- Regularly create test reports;
- Closely collaborate with other QA engineers, Business Analysts and
developers to identify, discuss and solve project issues."
QA Engineer,"- Perform manual testing as well as generate automated regression test
cases;
- Analyze functional requirements from QA perspective to find issues in
requirements in early stage of development;
- Test plan/ test cases creation and maintenance throughout the
development lifecycle;
- Bug tracking (identify, reproduce and report bugs);
- Verify fixed defects and perform regression tests to ensure the quality
of releases;
- Close collaboration with other QA engineers, Business Analysts and
developers to identify, discuss and solve project issues."
QA Engineer,"- Perform manual testing as well as generate automated regression test
cases;
- Analyze functional requirements from QA perspective to find issues in
requirements in early stage of development;
- Test plan/ test cases creation and maintenance throughout the
development lifecycle;
- Bug tracking (identify, reproduce and report bugs);
- Verify fixed defects and perform regression tests to ensure the quality
of releases;
- Responsible for close collaboration with other QA engineers, Business
Analysts and developers to identify, discuss and solve project issues."
QA Engineer,"- Design test cases, perform manual functional/ compatibility/ regression
testing and develop automated tests;
- Responsible for developing an automation framework;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium WebDriver/ RC;
- Interact with various stakeholders, development and operation teams;
- Serve as a strong contributing technical member of the agile team."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tools implementation and encourage best practices and sound
design principles while remaining practical and deadline-driven;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tools implementation and encourage best practices and sound
design principles while remaining practical and deadline-driven;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report the results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Design test cases, perform manual functional, cross-browser,
regression, usability and performance testing and develop automated
tests;
- Implement automated frameworks to test end-to-end functionality in both
Android and iOS Worlds;
- Create and maintain automation testing scripts while using cutting edge
technologies, such as Selenium WebDriver/ RC;
- Interact with various stakeholders - product management, development
and operations;
- Serve as a strong contributing technical member of the team."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Report bugs, defects and other issues, and make recommendations around
them;
- Ensure test plans thoroughly cover all requirements and use cases;
- Responsible for project planning and execution throughout the product
lifecycle;
- Organize the project plan and tracking activities such as daily
standup, sprint planning session and other activities;
- Work closely with software developers and clients;
- Report QA status, as appropriate, to keep project customers informed on
deliverables and timelines."
QA Engineer,"- Create test-plans and other documentation;
- Implement and maintain automated tests for required products;
- Identify, reproduce and report defects; verify defect fixes;
- Communicate effectively with the team members."
QA Engineer,"- Perform functional, regression, usability testing on web based and
desktop applications;
- Test case Creation/ Execution and maintenance;
- Responsible for issue identification and reporting;
- Ensure the quality of software releases and patch builds through manual
and automated testing;
- Research and track open issues related to projects; 
- Ensure the requirements full coverage with test cases;
- Handle other tasks as assigned; 
- Interact with various stakeholders - product management, development
and operations."
QA Engineer,"- Perform functional, regression, usability testing on web based and
desktop applications;
- Test case creation/ execution and maintenance;
- Responsible for issue identification and reporting;
- Ensure the quality of software releases and patch builds through manual
and automated testing;
- Research and track open issues related to projects; 
- Ensure the requirements full coverage with test cases;
- Handle other tasks as assigned; 
- Interact with various stakeholders - product management, development
and operations."
QA Engineer,"- Create test-plans ( describe the strategy/ scenarios that will be used
to ensure the product or system meets its specifications);
- Perform manual testing and/ or create automated tests;
- Identify, reproduce and report defects; verify fixes of the defects;
- Communicate effectively with the team members."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Report bugs, defects and other issues, and make recommendations around
them;
- Ensure test plans thoroughly cover all requirements and use cases;
- Responsible for project planning and execution throughout the product
lifecycle;
- Organize the project plan and tracking activities such as daily
standup, sprint planning session and other activities;
- Work closely with software developers and clients;
- Report QA status, as appropriate, to keep project customers informed on
deliverables and timelines."
QA Engineer,"- Perform functional, regression, usability testing on web based and
desktop applications;
- Responsible for test case creation/ execution and maintenance;
- Responsible for issue identification and reporting;
- Ensure the quality of software releases and patch builds through manual
and automated testing;
- Research and track open issues related to projects; 
- Ensure the requirements full coverage with test cases;
- Handle other tasks as assigned; 
- Interact with various stakeholders - product management, development
and operations."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tools implementations and encourage best practices and sound
design principles while remaining practical and deadline driven;
- Work closely with Software Developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"Specific work elements of the job include but are not limited to:
- Write test cases throughout the development lifecycle;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Work closely with Software Developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Create high quality system tests and run them (functionality,
performance, load, scalability, reliability, security, etc.);
- Measure performance of the system under conditions of varying user load
and stress;
- Prepare reports on found issues and analysis results;
- Develop automated test-suites as required;
- Report bugs, defects and other issues, and make recommendations around
them;
- Drive the project, organize a project plan and tracking activities such
as daily standups, sprint planning sessions, and other activities;
- Participate in teleconferences organized with customers, drive
discussions and troubleshooting;
- Mentor team members and also provide remote support;
- Travel to RA and US as required by project scope/ schedule;
- Participate in process organization, monitoring and improvements in the
company."
QA Engineer,"- Responsible for several aspects of test planning (including formal
reviews, analyzing requirements and creating test cases);
- Responsible for creation and maintenance of automated testing scripts;
- Responsible for executing test cases and accurately reporting results
and progress;
- Report, assign and track resolution of software issues."
QA Engineer,"- Duplicate and troubleshoot complex issues found in the field;
- Analyze new features and write test cases;
- Document, design, execute and troubleshoot performance tests (product
or component);
- Use and develop troubleshooting tools and methodologies that minimize
the turnaround time of issue identification; 
- Report bugs in a clear and concise manner and be prepared to support
the team in troubleshooting the root cause;
- Develop comprehensive test strategies, test scenarios, test scripts and
test data requirements for complex projects or initiatives;
- Write and execute manual and automated test scripts."
QA Engineer,"Specific work elements of the job include but are
not limited to:
- Write test cases throughout the development lifecycle;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tools implementations and encourage best practices and sound
design principles while remaining practical and deadline driven;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables."
QA Engineer,"- Perform functional, regression, usability testing on web based and
desktop applications;
- Test case creation/ execution and maintenance;
- Responsible for issue identification and reporting;
- Ensure the quality of software releases and patch builds through manual
and automated testing;
- Research and track open issues related to projects;
- Ensure the requirements full coverage with test cases;
- Handle other tasks as assigned;
- Interact with various stakeholders;
- Responsible for product management, development and operations."
QA Engineer,"- Take responsibility to help architect company's software QA
infrastructure from ground up;
- Work with company's engineering teams and operations group in US and
Armenia to create a test and staging environment;
- Manage and own the entire deployment life-cycle and create relevant
documentation;
- In this capacity, develop comprehensive test plans and run automated
test suites against the company's web-based applications;
- Manage all these through Agile project management, interacting with
both local and and US development teams."
QA Engineer,"Specific work elements of the job include but are
not limited to:
- Write test cases throughout the development life cycle;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Take responsibility to help architect the Company's software QA
infrastructure from ground up;
- Work with Company's engineering teams and operations group in the US
and Armenia to create a test and staging environment;
- Manage and own the entire deployment life-cycle and create relevant
documentation;
- Develop comprehensive test plans and run automated test suites against
the Company's web-based applications (in this capacity);
- Manage all these through Agile project management, interacting with
both the local and US development teams."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tool implementations and encourage best practices and sound
design principles while remaining practical and deadline driven;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report QA status, as appropriate, to keep project stakeholders informed
on deliverables and timelines."
QA Engineer,"- Write test plans and test cases throughout the development lifecycle;
- Ensure test plans thoroughly cover all requirements and use cases;
- Plan, schedule and perform manual and automated software tests;
- Develop automated regression test suites using automated testing
tools;
- Foster a continuous improvement approach to QA activities;
- Review tools implementations and encourage best practices and sound
design principles while remaining practical and deadline-driven;
- Work closely with software developers to perform early testing on
components prior to integration builds;
- Manage defect tracking; monitor and report results;
- Report the QA status, as appropriate, to keep project stakeholders
informed on deliverables and timelines."
QA Engineer,"You will work with software test architects and software engineers, you will create test cases and test plans, and you will develop smoke tests, regression…"
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"You will work closely with software and systems engineers in debugging and defining corrective actions.
 Four or more years of QA Automation and/or software…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"To support this quick cycle, and to ensure the reliability of our software, we have a comprehensive, automated test pipeline."
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Experience developing software test reports.
 Experience developing testing procedures for software products.
 Experience on an Agile software development team."
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"3+ Years work experience in software testing and quality assurance.
 You will be working with the QA team and customers to identify and test software issues, and…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Please refer to your final offer letter or HR for specific details in your case.).
 Be responsible for service quality at business line level, in both daily…"
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"2+ years of experience with programming and validating software preferred.
 As a talented Software Test Engineer, you will be a part of our SCRUM team,…"
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"Evaluating software ease of usability and error handling procedures.
 Detecting and identifying software failures so that defects may be discovered and corrected…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"The Quality Assurance Automation Engineer is responsible for creating test plans, test scripts and conducting various test strategies using automated tools."
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Maintain and improve subject matter expertise including general software architecture knowledge.
 Solid understanding of computer programming, software…"
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Proven work experience in software quality assurance.
 On a mission to connect communities and local leaders through technology, PrimeGov is looking for a…"
QA Engineer,"Experience in SQA (Software Quality Assurance) including Manual and Automated testing with tools such as Selenium webDriver and Junit/ TestNG, Maven,Jnkins,…"
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"Participate in all aspects of QA product lifecycle: Scoping, test case creation, and maintenance, feature, regression, execution, and automation."
QA Engineer,"You will work with software test architects and software engineers, you will create test cases and test plans, and you will develop smoke tests, regression…"
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,Ideal candidates already have at least 8+ years of experience in the software industry either as a QA engineer or as a developer.
QA Engineer,"Play an active role in QA activities during all phases of the SDLC from requirements elaboration, design/development, test, and deployment."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"You will work with software test architects and software engineers, you will create test cases and test plans, and you will develop smoke tests, regression…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Given tightly coupled hardware and software in our products, previous embedded software experience is a plus.
 Experience developing software and automated tests…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Working knowledge of software version control systems.
 3+ years’ work experience in a software development environment.
 Basic knowledge of Jenkins pipeline."
QA Engineer,"We’re looking for folks who are engineers first, who thrive in an environment where they’re asked to write software to test software, not just automate test…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"The essential computer equipment, such as hardware and software, needed to perform your job.
 Designing and developing an automation framework in an agile…"
QA Engineer,"Five or more years of experience as a test engineer developing/executing test scripts and analyzing.
 The tester will test software following a formal testing…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"As an automation test engineer, you are responsible to design, create and maintain automated test frameworks.
 Working knowledge of infrastructure as code."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Writing Software – Writing software and making it interact with hardware.
 Our client is looking for an enthusiastic Software Test Engineer to join their team in…"
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Installing, maintaining and using software testing programs and providing support during software installation or configuration."
QA Engineer,"Ability to use Windows, Linux GUI and command line tools for software installation and diagnostics.
 Ability to generate a test plan from engineering designs and…"
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"Must have skills to plan and schedule own work activities, coordinate activities with other software test engineers.
 This is an individual contributor position."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"As a Software Test Engineer, you will be responsible for assisting with the creation and upkeep of all Automated and Manual testing endeavors."
