title,description
Software Engineer,"- Develop Database Applications in accordance with given
specifications;
- Develop Web Applications in accordance with given specifications;
- Assure full conformance of source codes to provided Coding Standards;
- Read, understand and modify the existing code;
- Work as part of a software development team;
- Assist in the development of accompanying Technical Documentation, if
requested;
- Provide technical support and assistance, if requested."
Software Engineer,"- Be responsible for designing, developing, troubleshooting and
debugging software programs for physical design database viewer, editor,
lithography simulation and analysis;
- Be involved in all phases of software development, including project
planning, problem identification, design specifications, development,
scheduling, implementation and testing;
- Work on complex problems where analysis of situations or data requires
an in-depth evaluation of various factors;
- Exercise judgment within broadly defined practices and policies in
selecting methods, techniques, and evaluation criteria for obtaining
results;
- Develop state of the art solutions through technical contributions
that lead to significant product differentiation;
- Design and implement sophisticated algorithms to solve complex
problems."
Software Engineer,"- Develop software according to requirements;
- Participate in tasks estimation;
- Complete work according to deadlines;
- Take part in mentoring other developers professional skills."
Software Engineer,"- Develop Web application with Java;
- Develop high quality and clean code, apply proper language
constructions and use quality algorithms."
Software Engineer,"- Develop Web applications with Java;
- Implement user web interface technologies;
- Interact with business owners, enterprise and system architects,
developers, project managers and QA."
Software Engineer,"- Professionally and effectively carry out software development tasks;
- Develop and maintain technical documentation;
- Report on the development status as scheduled or as requested;
- Provide general assistance to Technical Support as requested;
- Work with Marketing, Product and Sales Teams to apply lessons learned
to improve and enhance ongoing programs and product initiatives."
Software Engineer,"- Produce and maintain clean, high quality standard compliant website
applications;
- Develop cross-browser and cross-platform compatible code;
- Communicate effectively with local management and external team
members;
- Develop applications according to technical documentation;
- Maintain cutting edge knowledge of current and emerging technologies,
industry trends and standards, modern web browser capabilities and W3C
standard compliance and accessibility issues."
Software Engineer,"- Develop software according to requirements;
- Participate in tasks estimation;
- Complete work according to deadlines;
- Take part in mentoring other developers professional skills."
Software Engineer,"GUI and backend programming of automated control
system."
Software Engineer,"- Develop codes and algorithms;
- Design database;
- Create and work with stored procedures."
Software Engineer,"- Perform PHP & MySQL coding of the website;
- Develop applications according to the technical documentation;
- Develop codes that are cross-browser and cross-platform compatible;
- Assist with planning and development of rich user interfaces for new
web-based applications in accordance to design specifications."
Software Engineer,"- Develop software according to requirements;
- Participate in tasks estimation;
- Complete work according to deadlines;
- Take part in mentoring other developers professional skills."
Software Engineer,"- Develop Windows application using Java; compose GUI components
(windows, panels, text fields, etc.) following the given design
standards and software architecture, write and read XML using known
parsers;
- Develop Web applications in accordance with given specifications
(desired but not necessary skill);
- Assure full conformance of source codes to provided coding standards;
- Read, understand and modify the existing code;
- Work as part of a software development team;
- Communicate with management and team members effectively."
Software Engineer,"- Be responsible for detailed review of product management
specifications and definition of technical requirements from business
requirements;
- Deliver high quality code using best-practice software development
methodologies;
- Define and maintain system design documentation writing and maintain
system design documents;
- Design solution and implementation of the critical parts;
- Be responsible for documentation of architecture, data flow and
management processes for all projects;
- Be responsible for unit testing of functional components;
- Be responsible for detailed review of product management
specifications;
- Support QA in preparation of qualitative and complete testing;
- Involve operations team with architectural issues and monitoring
requirements;
- Be responsible for project management and implementation planning;
- Design solution and implementation of the critical parts.
The company's Senior Developers take ownership for the long term
viability of the company's product, with specific responsibility to:
- Design and implement scalable and redundant solutions;
- Support and mentor all team members and mentor junior developers;
- Effectively communicate with product and project management teams;
- Be responsible for document architecture, data flow and management
processes for all projects;
- Support QA in preparation of qualitative and complete testing;
- Involve operations team with architectural issues and monitoring
requirements;
- Work with QA and operations to ensure smooth deployments."
Software Engineer,"- Develop software according to requirements;
- Participate in tasks estimation;
- Complete work according to deadlines;
- Take part in mentoring other developers professional skills."
Software Engineer,"- Perform PHP & MySQL coding of the website;
- Develop applications according to the technical documentation;
- Develop codes that are cross-browser and cross-platform compatible;
- Assist with planning and development of rich user interfaces for new
web-based applications in accordance to design specifications."
Software Engineer,"- Develop Web application with Java;
- Ability to develop high quality and clean code, apply proper language
constructions and use quality algorithms."
Software Engineer,"- Develop Web application; following the given design standards and
software architecture, write and read XML using known parsers;
- Assure full conformance of source codes to provided Coding standards;
- Read, understand and modify the existing code;
- Work as part of a software development team;
- Communicate with management and team members effectively."
Software Engineer,"- Develop Web applications with Java;
- Implement user web interface technologies;
- Interact with business owners, enterprise and system architects,
developers, project managers and QA."
Software Engineer,"- Participate in Object Oriented Analysis/ Design;
- Write software based on specifications/ design;
- Write unit tests."
Software Engineer,Develop Web application with PHP.
Software Engineer,"- Design and develop web applications either from scratch or based on
open source products;
- Provide technical support to production systems;
- Work with Project Managers, Quality Engineers, Systems Analysts and
other team members;
- Work as part of a distributed software development team;
- Read, understand and modify the existing code;
- Provide technical documentation with deliverables."
Software Engineer,"- Develop Web application with Java;
- Develop high quality and clean code, apply proper language
constructions and use quality algorithms."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit test before
submitting to QA;
- Write technical and functional specifications and present them to the
other team members, and occasionally to the management;
- Work with the Quality Assurance team to develop and maintain unit
tests based on product functional specifications."
Software Engineer,Develop Web application with PHP.
Software Engineer,"- Develop new bank software;
- Participate in improvement of acting software and bank programs;
- Carry out trainings with software users."
Software Engineer,"Design new algorithms or apply known ones to
solve practical tasks arising."
Software Engineer,"Design new algorithms or apply known ones to
solve practical tasks arising."
