title,description
Project Manager,"The Tri-COM Consulting Group is a full-service Information Technology Consulting company.  We are currently looking for an experienced I.T. Project Manager for a long-term contract opportunity in Hartford, CT.  If qualified, please send your resume to karl@tricomgroup.com.JOB DESCRIPTIONDevelop and manage project plan including all aspects of the Delivery and implementation. Required skills:1)      Project Management2)      Team Management and Communication3)      Resource Planning4)      Business writing and documentation Deliverables:1)     Comprehensive project plan2)     Ongoing project management communication, status updates, and relevant meeting management  Project Management"
Project Manager,"Job Number:-01223164 Key Role: Manage the delivery of complex IT infrastructure projects in support of Air Force clients through the application of commercial industry best practices, technologies, and resources to enhance and modernize the Air Force's infrastructure. Maintain responsibility for overall planning, organizing, directing, controlling, and delivery of all projects prioritized in alignment with the client's expectations and business needs. Oversee the ongoing process and system capability associated with projects and manage any changes required to meet or exceed client expectations. Serve as a specialist on complex technical and business matters and prioritize work based on general direction from managers. Develop and maintain project schedules and develop a roadmap of the client's vision with regard to any prioritized projects. This position is located in Lexington, MA. Basic Qualifications: -8+ years of experience with project management -Experience with briefing and interacting with senior staff and executives -Experience with Air Force programs -Experience with Microsoft Project -Experience with Microsoft Excel and Microsoft Word -Active Secret clearance required -BA or BS degree Additional Qualifications: -Experience with supporting the Air Force acquisition life cycle -Ability to work independently and remotely in a high-paced environment -Possession of excellent interpersonal and technical writing skills -Possession of excellent oral and written communication skills -MA or MS degree Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance is required. Integrating the full range of consulting capabilities, Booz Allen is the one firm that helps clients solve their toughest problems, working by their side to help them achieve their missions. Booz Allen is committed to delivering results that endure. We are proud of our diverse environment, EOE, M/F/Disability/Vet. Job-Program/Project Management Primary Location-United States-Massachusetts-Lexington Travel Yes, 25 % of the Time Ad Code DIG100, TMJ16, AFH26, #LI-AH1  dateposted: 20161114 Department: Program/Project Management Consulting, Excel, Manager, Management, Microsoft Excel, Microsoft Project, Microsoft Word, Project, Project Management, Project Manager, Security, Technical Writing"
Project Manager,"Experience: 9-12 yearsPM Skills:Must have performed PM role for at least 3 years using global delivery model(onsite/offshore).Must have worked in Agile projects.Preferably PMP/Prince2 certifiedGood team playerProven Communication and Presentation SkillsDemonstrated client interaction and management skillsStakeholder management Technical Skills: Must have worked with MS dot Net stack of TechnologyPreferred to have JavaScript experience with latest web development frameworks like Angular JS Education:Bachelor’s/Masters in Engineering from a reputed institute, preferably MBANote: Local candidates preferred / In-person interview required. Agile, .net, Angular JS"
Project Manager,"The Opportunity:Industry research has shown that nearly two thirds of all projects fail to complete on time and on budget.  Gurnet Consulting (Gurnet) is changing that! Gurnet is a consulting firm that specializes in delivering Portfolio, Program, and Project Management professional services for our clients.  Since our inception in 2008, we have successfully led the execution of over $650M in client project initiatives.  Our objective is simple; to become the premier provider of project execution services in the Boston and Providence marketplace by helping companies deliver their business strategy goals through exceptional project management. Inc. 5000 has named Gurnet as one of America’s fastest growing private companies and we are looking to hire more “rock star” Program and Project Managers to our team.  Ideal candidates will be those looking for a career in consulting with a small, but rapidly growing firm and a desire to use their passion and skill in project management in the delivery of professional services. So, what is it like to work for Gurnet?Always Learning -  Since no two client projects are the same, our Project Managers are learning more than just structure and process.  Each client environment has its own set of challenges; which forces our consultants to constantly make adjustments to their approach.Great People, Great Projects and Great Clients - If you like working with others as a team with a common goal of successful project delivery, then Gurnet will bring out the best in you.Never a Dull Moment - The ever changing nature of our client project work can be challenging.  This type of variety is not for everyone, but if repetitive, mundane, procedure driven work seems boring to you, then you should consider Gurnet.Make an Impact - Sure, some clients can be demanding, unpredictable and even a bit crazy at times; but there is nothing more satisfying than being able to create and deliver a new solution that delights a customer.  Recognition and Reward - Because our Project Managers are always working to improve the condition of our clients, the value to our customers is high and our people are rewarded accordingly.Making a Difference - At Gurnet, we place an emphasis on team collaboration and communication and provide an environment where your thoughts, ideas and suggestions are welcomed and encouraged. Being a Project Management consultant at Gurnet is interesting, challenging and always changing.  Consulting might not be for everyone, but most will benefit from the discipline, constant learning and relationship building that is inherent to the profession.  It is a great way to learn about a variety of industries, client environments, project types, people and technology; but, mostly you get to learn about yourself! If you consider yourself to be a “rock star” Project Manager and are open to exploring a situation that is superior to what you are doing today, then you likely have what it takes to be a Gurnet employee.  If so, please contact Gurnet Recruiter Bryan Tuthill at bturhill@gurnet.com.  **Gurnet Consulting is an Equal Employment Opportunity Employer. Qualified minorities, women and people with disabilities are encouraged to apply. Project Manager, PMP, MS Project, Scrum, Agile, PPM"
Project Manager,"Location: Irving, Texas Project Manager Irving, TX 1 Year Contract Job Description * The Technical Project Manager will be responsible for leading the planning and deployment of the Client's A/R Recoveries Migrations and Integrated processes. * The role will drive and coordinate activities that include on site staff, Remote staff and Offshore resources within the A/R team including cross functional IT groups. * Your responsibility is to ensure the successful delivery of services related to the roll out of A/R recoveries to internal and external clients through the defined phases of the project life cycle. * The Technical Project Manager's responsibilities will include interacting with the Client's OPS teams with an emphasis on usability and efficiencies. * The Technical Project Manager is an important liaison with IT resource representatives inside the Client as well as Offshore vendors. * This role assists in ensuring that the Client's A/R Recoveries application and interacting processes are utilizing the right technology solutions and are available to carry out the Client's mission and ongoing business objectives. * Work closely with Development, Business Analysts, Operations, and Management to coordinate efforts throughout the life of the project to ensure high customer satisfaction. * Plan, schedule, estimate, forecast, coordinate. Communicate and manage delivery of all A/R IT deliverables and related release initiatives. * Manage technical evaluation of A/R Recoveries application and integrated processes with a particular emphasis on data integrity, efficiencies and customer satisfaction. * Review technical specifications and become conversant in the capabilities A/R recoveries Application * Understand technical issues and translate them into non-technical terminology for the Client's participants. * Work with teams to document data flows and work flows. * Identify the A/R Recoveries value proposition for migrations and identify key metrics that can be base lined and subsequently measured to determine ROI. * Provide leadership in the development of a repeatable implementation methodology and artifacts for the Client's A/R Recoveries * Develop, maintain and communicate detailed project plans for A/R Recoveries, related projects including hardware and software setup and configuration, interface development and configuration, application configuration, testing, training, and roll out with coordination from all key groups. * Monitor and report on the status of project efforts, including consistent participation in all project status activities, effectively manage project issues and risks. * Drive execution of project activities according to detailed project plan and budget. Education/Experience * Working knowledge of basic Accounts receivable or Accounting background * Working knowledge of medical/dental claims (UB04, 1500, RX, Dental) *preferred* * Ability to communicate both verbally and in writing, fluently in English. * Ability to be careful and thorough about detail. * Ability to analyze information and use logic to address work related issues and problems. * Ability to work proficiently in Microsoft Word, Excel, Project, PowerPoint, SQL, and Visio. * Familiarity with File-Aid, reviewing Flat files and relational databases *preferred* * Familiarity with JCL and CTL Cards *preferred* * Ability to understand relational database concepts, client-server concepts. * Average manual dexterity in use of PC, phone, sorting, filing and other office machines. * Ability to drive project timelines to completion with a cross-functional team. * Ability to work on complex projects with general direction and minimal guidance. * Ability to exercise independent judgment. * Ability to work independently as a member of various teams and committees. * Ability to multi-task and work under pressure. Accounting, Database, Development, Excel, Hardware, JCL, Manager, Management, Metrics, Microsoft Word, PC, PowerPoint, Project, Project Manager, Release, SQL, Testing"
Project Manager,"Project ManagerIrving, TX12-18 months +Rate open depending on experience I have 2 different Project Manager roles: Project Manager- Knowledge/Experience:2+ years’ experience in project management during which a structured approach (methodology) was applied to project planning, estimating, monitoring and reporting through the full project lifecycle, from initiation through closure.Management of multiple technology projects simultaneously with a proven track record of delivery and implementing change.An understanding of technology infrastructure.An understanding of application development would be beneficial, but not essential.Experience of working in virtual teams, working remotely or for a remote manager is an advantage.Experience working in a medium to large-scale corporation is an advantage.- Skills:Strong workload management skills with the ability to multi-taskStrong planning skillsProject financial management skillsStrong influencing, facilitation and partnering skills.Strong communications, both verbal and writtenPresentation skillsNegotiation and conflict management skillsSkilled with MS Office applications, including Word, Excel, PowerPoint, Visio and ProjectLanguage skills in addition to English are an advantage. Project Manager – Practitioner- Knowledge/Experience:5+ years’ experience in project management during which a structured approach (methodology) was applied to project planning, estimating, monitoring and reporting through the full project lifecycle, from initiation through closure.Management of multiple technology projects simultaneously with a proven track record of delivery and implementing change6-8 years of overall experience in IT services - infrastructure / data center strongly preferredExperience in managing large globally distributed project teams who are not reporting directly and are associated with the PM for the purpose of the project only.Experience with enterprise program and project management tools preferred.Experience and ease in interfacing with Senior Management.Proven project financial and risk management experienceUnderstanding of Application development beneficial, but not essentialExperience working remotely or for a remote managerExperience working in a medium to large-scale corporationExperience in Financial Services industry preferred.- Skills:Strong leadership skillsAbility to multi-task and manage multiple projects simultaneouslyStrong planning skillsProject financial management skillsStrong influencing, facilitation and partnering skills.Strong communications, both verbal and writtenPresentation skillsNegotiation and conflict management skillsSkilled with MS Office applications, including Word, Excel, PowerPoint, Visio and projectLanguage skills in addition to English are an advantage.Ability to manage virtual teams excel, Project Manager"
Project Manager,"Job Purpose: Technical Project Manager works with internal and/or external stakeholders to organize components of the IT projects. Duties include day-to-day coordination of schedules and activities, tracking progress, and reporting results. Assist in management of multiple project schedules and ensure project progress from conception to completion including change and scope management. Work with team members to ensure completion of all release objectives, communication of risks, deliverables and program level activities. Ensure all project requirements and/or objectives are documented and uploaded to appropriate repositories.Other Responsibilities and Duties:Create and manage daily task lists of action items and follow-ups, attend meetingsUnderstand the various organizations involved in the project and their interestsDevelop and maintain effective relationships with project team members, senior leadership, and stakeholdersProject Plan Updates, Track and complete project tasks, follows up on open items, tracks issues, and understand scope of projectEnsure tasks and outputs are timely, of the highest quality, and are tailored to the unique needs of the project's stakeholdersResponds proactively to requests for informationProvide input to Team Status ReportsTrack team deliverablesSoftware bug trackingAssist with PresentationsPreferred Qualifications:7-10 years of project experience within an IT environment.Responds quickly and with high quality, and has very strong written, verbal communication skillsTeam player with solid organizational skillsStrong analytic and communication (oral and written) skills necessary to interact with all levels of managementAbility to assess priorities and operate in a flexible manner in order to meet the dynamic needs of the teamAbility to work independently and process quickly, independently prioritizing work activitiesPrefer individual with energetic, can-do approach to work, who tracks and follows up on tasks independently, who seeks out additional work, who recommends ways to improve upon current activitiesStrong experience with Microsoft Office products: Word, Excel, PowerPoint, Visio and Outlook, SharePoint a plusExperience with Excel Pivot Tables/ChartsExperience with MS Project Technical Project Manager"
Project Manager,"SUMMARY Under limited supervision, performs Program Management duties to successfully support select channel and direct customer(s) opportunities. Other responsibilities include managing implementation of corporate processes and other assigned functions. Interfaces daily Project Managers of individual projects in order to provide a comprehensive view of success and challenges at a program level. ESSENTIAL DUTIES AND RESPONSIBILITIES General * Formulate, organize and monitor inter-connected projects. * Decide on suitable strategies and objectives. * Coordinate cross-project activities. * Develop and control deadlines, budgets and activities. * Apply change, risk and resource management. * Assume responsibility for the program's people and vendors. * Assess program performance and aim to maximize ROI. * Resolve projects' higher scope issues. * Prepare reports for program directors. * Primary liaison between the Project Management Department and the Executive Management Team. * Continuously monitor a program's contractual obligations, milestones, deliverables and customer satisfaction. * Works with all relevant organizations to assist project managers to ensure program needs are met. * Maintains high level understanding of all internal organizational work flows and practices as they are relevant to the program. * Produces program plans and other relevant documents as needed to ensure all impacted departments have a common view of the program goals and expectations. Reporting * Develops and improves metrics that allow quick assessment of performance trends, i.e., customer satisfaction, quality and service. * Identifies areas for improvement, including impact of potential changes, taking appropriate action towards measurable, continuous improvement. * Provides periodic status updates to ensure designated business units are informed of the status of the program, issues, budget variances, delays, change orders, etc. * Provides program reporting to select Channel and Direct Customers. * Communicates appropriate program schedules to support the company's contractual obligations. * Provides a single point of contact and references for all internal and external organizations in the context of a Program. * Ensures that all business units are aware of the program goals and expectations, and their respective responsibilities in support of the stated goal(s). * Provides escalation routes to all internal and external customers to ensure that roadblocks are effectively removed. Internal Management * Manages day-to-day organizational responsibilities with emphasis on deliverables and financial aspects. * Establishes departmental objectives based on Customer and business expectations and ensures the team's performance and tasks meet and/or exceed expectations. * Fosters responsibility and accountability within all aspects of the department. * Ensures that Airbus policies and procedures are met within the department. * Demonstrates willingness to do whatever it takes to meet ever changing departmental and customer needs. Financial and Budgetary * Researches and identifies new opportunities to generate revenue through department activities. * Creates mechanisms to track and monitor the success of revenue generating efforts. * Create and manage department expenses and capital budget. * Continuously monitor and maintain revenue and profitability goals established for the department. Prepare a ""get well"" plan for negative variances. SKILLS AND QUALIFICATIONS * BS or BA degree or equivalent combination of education and/or related work experience. * Proven experience as a Program Manager or other managerial position. * PMP a must. * Experience with emergency communication systems, emergency response, networks and peripheral equipment. * Experience working with Public Safety, military and government customers in a Project Management capacity. * In-depth knowledge of telephony standards and regulations. * In-depth knowledge of Public Safety communication products, solutions and systems. * Extensive understanding of project/program management techniques and methods * Excellent knowledge of performance evaluation and change management principles. * Extensive knowledge of MS Office; working knowledge of program/project management software (MS Project etc.) is a strong advantage. * Outstanding leadership and organizational skills. * Excellent problem-solving skills. * Proficient with project management PC tools, preferably MS Project, Excel, Word. * Excellent conflict resolution skills. * Excellent presentation skills in technical and non-technical areas to board audiences including executive management and/or customers and channels. * Exceptional interpersonal skills. Ability to work in a team environment, cross-functional team environment, as well as independently and with customers and channels. * Excellent communication skills, both verbal and written. * Proven ability to build and lead a team to deliver projects within schedule and budget with the highest level of quality possible. * Proven ability to communicate and build alliances up, down and across the organization. * Ability to travel 25% of the time, sometimes on short notice and for extended periods. * Ability to work the required hours of the position. Qualified candidates must apply directly to our web site at http:  //www.airbus-dscomm.com/about/careers.php. Any offer of employment is contingent upon the satisfactory completion of an alcohol, drug, and controlled substance screening; a criminal and civil background investigation that is devoid of any felonies or misdemeanors; and favorable reference checks; as well as be authorized to work in the US. Airbus DS Communications, Inc., is a great place to work and offers its employees a robust portfolio of benefits and is market competitive in its wage and salary practices. Airbus DS Communications is ISO-9000 certified and is an Equal Opportunity and Affirmative Action Employer. #123   Department: 285-Project Management Change Management, Civil, Excel, HTTP, ISO, Manager, Management, Metrics, MS Office, Networks, PC, Peripheral, PHP, PMP, Program Manager, Project, Project Management, Supervision"
Project Manager,"Project Manager/Scrum Master This position is the primary point of accountability to business partners and other parties for the management and implementation of small to medium sized projects and/or small programs that support achievement of Personal Insurance strategic imperatives. The Project Manager controls planning and execution of the project’s activities and resources to ensure that established cost, time, and quality goals are met. The Project Manager works with moderate supervision and is responsible for applying project management knowledge, skills, tools and techniques to project deliverables, processes, and systems in order to meet or exceed stakeholder needs and expectations. The Project Manager operates within defined parameters using a proven project management methodology with flexibility to merge different methodologies in accomplishing collective goals. Responsibilities include: • Lead planning and execution of small to medium size IT projects and teams to achieve established cost, time, and quality goals • Engage Business Sponsors in projects • Understand, apply, and promote internal standards • Develop project budget and manage against it • Understand project Business Case thoroughly and monitor project against it • Understand the benefit metrics to capture and monitor during delivery • Develop risk mitigation and contingency plans • Create and track project resource plan and deliverables • Manage project budget to achieve cost targets • Manage project changes to achieve project outcomes • Build and leverage effective alliances across technical and business community • Lead the production implementation of projects • Apply both Agile and Waterfall project SDLCs • Manage team development; may actively mentor members of the PM community • Guide teams in adopting lean/agile principles such as collaboration, continuous improvement and self-governance • Facilitate agile team ceremonies (e.g., stand-ups, retrospectives, iteration planning) • Remove impediments to team success and mediate conflict within team • Monitor key results and metrics to help teams identify improvement opportunities and bottlenecks • Effective stakeholder management and communication The ideal candidate has: • 2 to 5 years IT project management experience (minimum 1 year as a Scrum Master/Agile Project Manager) • Strong communication skills • Solid working knowledge of technology capabilities and direction • Ability to work effectively within a highly matrixed organization Preferred experience & knowledge: • Property/casualty insurance industry and applications • Experience in additional IT SDLC roles (e.g., Developer, System Analyst, Designer, QA Analyst) • Rally tool usage • Scaled Agile Framework (SAFe) • Certified Scrum Master (CSM) 2 to 5 years IT project management experience"
Project Manager,"Genesis10 is actively seeking a Program Manager resource for a long term contract position opening (contract term approximately 18 to 24 months, with probable extension beyond that) within the telecommunications industry. This will be a 95% to 100% remote position. Description:   The client is seeking a Program Manager and individual contributor to program manage the analysis and execution of decommissioning of legacy transport and switch equipment to create space, power and HVAC savings needed to ensure cost effective and expedited deployment of next generation transport/IP equipment. Requirements:   * Ability to lead cross functionally and across all levels of management. * Strong negotiating, interpersonal and problem solving skills. * Detail oriented, highly organized and excellent time management skills. * Self starter, highly motivated and comfortable working in fast paced environment. * Ability to manage multiple sub projects at the same time while keeping overall project on track. * Proficient in Microsoft business software or equivalent with ability to define and measure project milestones/toll gates, create and maintain dashboards and executive level presentations. * Document and track detailed action register to ensure roadblocks are identified, assigned ownership and resolved expeditiously. * Strong data analytics and ability to manage large data. * Experience in transport and switch telecom equipment a plus. If you have the described qualifications and are interested in this exciting opportunity, apply today! About Genesis10:   Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives. If you are a high performing business or IT professional with solid, referenced experience, we want to meet you. Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations. We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement - project after project. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""  Start Date: 01/04/2017 Manager, Management, Program Manager, Project, Software, Telecom"
Project Manager,"Key Responsibilities:• Develop and implement a document management plan• Manage project documentation through the document life cycle• Facilitate document review and approvals with all appropriate departments• Update document status and report status to project team• Maintain project documents (electronically) and the document management system• Investigate and identify the need for documents of various types• Ensure that project documents go through a documented and approved review and approval process • Ensure that internal controls are in place and are functional• Ensure the security, accessibility, and proper distribution of project documents• Help develop and enforce documentation design, review, and storage guidelines• Plan and conduct meetings and presentations related to document managementRequirements:• 10 years of relevant cGMP document management experience preferably with large capital construction project experience• Pharmaceutical industry experience and understanding of required document types• Technically strong in Microsoft Office programs• Strong interpersonal, communication and presentation skills• Strong team facilitation skills for document reviews• Excellent attention to detail• Ability to work independently with minimal supervision and in a fast paced environment cGMP,Project Management,Documentation"
Project Manager,"We are seeking a Project Manager to join our Client's team in Rhode Island.   The candidate for this role must be self-motivated, have inherent drive and work ethic, strong grasp of project management competencies and technology solutions, as well as very strong interpersonal skills. This role encompasses a variety of activities, although you will invest the largest portion of your time in managing complex datacenter projects.  Qualifications:Bachelor’s Degree (Masters preferred) and 10+ years of Project Management experience.PMP or similar certification in project management is preferred.Strong experience with Data Center Infrastructure and Virtualization technologies required.Must have the ability to manage numerous complex projects simultaneously..Strong verbal, written, analytical and interpersonal skills are required.Must be a self-starter & have excellent time management skills with the ability to balance priorities and work well under schedule pressuresMust be proficient with the Microsoft suite of tools including MS ProjectPreferred QualificationsPMP Certification Strong infrastructure project management experience"
Project Manager,"This nationwide industry leader has an immediate 6+ month contract opening for an-Infrastructure Project Manager. -Will manage global projects. -Will be responsible for ensuring that the project produces the required deliverables, to the required standard of quality and within the specified constraints of time and cost. -Will be responsible for medium to large complexity and or medium to large risk projects, including managing the governance, scope, costing, scheduling, communications, planning & tracking, terms & conditions and risk management of the project to ensure total customer satisfaction. -Will define project requirements and manages the agreement process of the project requirements and objectives with the Project Governance Board or appointed project assurance role. -Will manage delivery of the project and production of the required products / deliverables in partnership with the customer and company delivery units to ensure acceptance, closedown and handover to service. -Will provide regular Status Reports, manage business and project risks and produces an effective plan and risk assessment so that impact to timeframe and project costs are understood and mitigated. -Will establish and maintain the Change Control (CC) for their project against agreed plans. -Will manage relationship and communications with key stakeholders (customer, subcontractors and company), and grow long-term relationships with clients. -*May reside anywhere in the US.* Required Qualifications: 8 + years IT project management experience. PMP certification and/or ITIL certification a plus. Must have Cloud Technology and Digital project management experience. Must have Global Time Zone Management experience. Must have demonstrated success in Digital Project Management. Detailed understanding of project management methodologies. High-level conceptual understanding of IT domains (desktop, server, security, network, COTS applications, storage, database, WAN, LAN). Ability to communicate at senior levels and good commercial and influencing skills. Experience delivering more than 10 projects and experience of at least 2 types of project at different stages in lifecycle. Planning, financial and budgetary control skills. Proficient in the use of MS Office, Project, SharePoint and related -Project Management tool"" CA Clarity a plus. Experience in the following types of projects in a Client facing role: Server hardware / virtual refresh. Data Center Migrations, Installations, Moves or Consolidations. Operating Systems migrations and upgrades (Window, NT, etc.). AD / Exchange upgrades. COTS application upgrades (commercial off the shelf) (examples-Netscaler, VPN, AppSense, Lync, SharePoint). Office 365 deployments. Infrastructure Expansions. Single Sign on deployments. VOIP Deployments.   Category: Project Manager Costing, Database, Exchange, Hardware, LAN, Lifecycle, Manager, Management, MS Office, PMP, Project, Project Management, Project Manager, Risk Management, Scheduling, Security, VPN, WAN"
Project Manager,"This nationwide industry leader has an immediate 6+ month contract opening in north Dallas for an Infrastructure Project Manager. -Will be responsible for ensuring that the project produces the required deliverables, to the required standard of quality and within the specified constraints of time and cost. -Will be responsible for medium to large complexity and or medium to large risk projects, including managing the governance, scope, costing, scheduling, communications, planning & tracking, terms & conditions and risk management of the project to ensure total customer satisfaction. -Will assess, upgrade, and roll out new storage tools / applications in a data center environment.- KEY ACCOUNTABILITIES Defines the project requirements and manages the agreement process of the project requirements and objectives with the Project Governance Board or appointed project assurance role. Manages the delivery of the project and production of the required products / deliverables in partnership with the customer and company delivery units to ensure acceptance, closedown and handover to service. Reports to the relevant stakeholders through regular Status Reports.- Manages business and project risks and produces an effective plan and risk assessment so that impact to timeframe and project costs are understood and mitigated. Establishes and maintains the Change Control (CC) for their project against agreed plans. Identifies opportunities to increase revenue and margin and manage changes to the project baseline. Accountable for tracking the project costs and supporting any payment milestones. Manages the relationship and communications with key stakeholders (customer, subcontractors and company); Grows long-term relationships with clients and capitalizes on equity and partnership opportunities. Manage activities of project resources and develops a team of personnel resources. -Defines the roles and responsibilities of the project team, forecasts and establishes the project team and ensures that the team understands the task that is to be undertaken. Complies with and enforces company standard policies and procedures and works across practices to share lessons learned and best practices. Designing, testing and documentation of computer applications that the company uses in providing services to our customers (Service Desk ticketing software, Problem Management applications, Asset Management applications, Monitoring tools, etc.. Required Qualifications: 5+ years IT project management experience. Experience delivering network and storage implementation projects. Prefer PMP certification and/or ITIL certification. Detailed understanding of project management methodologies High-level conceptual understanding of IT domains (desktop, server, security, network, COTS applications, storage, database, WAN, LAN). Ability to communicate at senior levels and good commercial and influencing skills. Delivered more than 10 projects and experience of at least 2 types of project at different stages in lifecycle. Planning, financial and budgetary control skills. Proficient in the use of Microsoft Office, Project, SharePoint and related -Project Management tool"" (CA Clarity is a plus). Experience in the following types of projects in a Client facing role: Server hardware / virtual refresh. Data Center Migrations, Installations, Moves or Consolidations. Operating Systems migrations and upgrades (Window, NT, etc.). AD / Exchange upgrades. COTS application upgrades (commercial off the shelf) (examples-Netscaler, VPN, AppSense, Lync, SharePoint). Office 365 deployments. Infrastructure Expansions. Single Sign on deployments. VOIP Deployments.   Category: Project Manager Costing, Database, Exchange, Hardware, LAN, Lifecycle, Manager, Management, PMP, Project, Project Management, Project Manager, Risk Management, Scheduling, Security, Testing, VPN, WAN"
Project Manager,"RESPONSIBILITIES:Kforce is looking for a Project Coordinator to join a client support team in Dallas, TX. The primary goal of this role is to support the centralized efforts of on-boarding new clients and standardizing ""best practices"".The Project Coordinator will provide hands-on project management support throughout the new program launch process for new and existing clients, assist in on-going account management activities, and generate program related documentation. Deliverables include, program guidelines, meeting agendas and summaries, action item and issue logs, project plan updates, and weekly status reports, and other duties as assigned.REQUIREMENTS:* Highly organized and detail-oriented with excellent problem solving skills* 2 + years of combined experience overseeing project administration/coordination* Communicate professionally in a clear and concise manner (verbal / written / reporting / presentation skills) * Able to demonstrate internal and external customer service skills * Strong organizational and interpersonal skills and problem solving ability* Advanced knowledge of Microsoft Project, Visio and PowerPoint * Proven ability to work across multiple projects and project teams simultaneously* Flexibility to provide occasional support to 2nd shift events and international partners before and after normal business hours* Ability to travel 5-10%Preferred:* 2 + years working in higher education administration* Favored certifications include Project Management Professional, Project Management Certificate, Certified Associate in Project Management and Six Sigma* Strong functional process knowledge of one or more Higher Ed student information systems* Ability to communicate with a cross -functional team that is geographically dispersed and of different professional backgrounds (i.e. University Administration, Admissions Office, Technology Team, etc.)* Bilingual (e.g. English - Spanish) communication abilityKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. See job description"
